25	25	27	11	10	10	10	10	76	5	5	75	10	10	10	10	10	76	5	5	75	10	76	5	5	5	73	14	1	1	57	58	57	58	57	58	1	1	13	9	9	9	9	9	9	9	9	9	28	25	25	27	1	1	59	60	59	60	59	60	59	60	59	60	59	60	1	1
25	25	27	1	51	52	53	54	7	5	5	8	1	2	1	2	2	7	5	5	8	1	11	76	5	5	5	73	14		55	56	55	56	55	56	1	13	74	5	5	5	6	5	5	5								1	57	58	57	58	57	58	57	58	57	58	57	58	59	60
25	25	27	1	47	48	49	50	7	5	5	8	69	70	71	72	1	7	5	5	8	1	1	11	76	5	5	5	73	9	9	9	9	9	9	9	9	74	5	5	6	5	5	5	5	5								1	55	56	55	56	55	56	55	56	55	56	55	56	57	58
25	25	27	1	43	44	45	46	7	5	5	8	65	66	67	68	2	7	5	5	8	1	2	1	11	76	5	5	5	5	6	5	5	5	5	5	6	5	5	5	75	10	10	10	10	10	10	10	28	25	25	27	1	1	1	2	1	1	1	1	1	1	1	2	1	1	55	56
25	25	27	1	35	36	37	38	7	5	5	8	61	62	63	64	2	7	5	5	8	1	1	1	1	11	76	5	5	5	5	5	5	5	5	5	5	5	5	75	12	1	2	1	1	1	2	1	28	25	25	27	1	1	1	1	1	51	52	53	54	1	1	1	1	1	59	60
25	25	27	13	9	9	9	9	74	5	5	73	9	9	9	9	9	74	5	5	8	1	1	2	1	1	11	10	10	10	10	10	10	10	10	10	10	10	10	12	1	59	60	59	60	59	60	1	28	25	25	27	1	2	1	1	1	47	48	49	50	1	2	1	1	1	57	58
25	25	27	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	8	1	2	1	1	1	1	1	1	59	60	1	1	59	60	1	2	1	1	1	1	57	58	57	58	57	58	1	28	25	25	27	1	1	1	2	1	43	44	45	46	1	1	2	2	1	55	56
25	25	27	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	8	1	1	1	1	2	1	2	2	57	58	1	2	57	58	1	1	2	1	2	1	55	56	55	56	55	56	1	28	25	25	27	2	1	2	1	1	43	44	45	46	1	1	1	1	1	59	60
25	25	27	11	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	12	1	1	2	1	1	1	1	1	55	56	1	1	55	56	1	2	1	1	1	1	2	1	1	1	1	2	1	28	25	25	27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	57	58
25	25	15	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	32	25	25	27	1	2	1	1	2	1	1	2	1	1	1	2	1	1	55	56
25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	27	59	60	59	60	59	60	59	60	59	60	59	60	59	60	59	60
25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	27	57	58	57	58	57	58	57	58	57	58	57	58	57	58	57	58
